Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
10:15:00 PM,11,Wednesday,18,5,0,12,35,low
10:30:00 PM,11,Wednesday,18,2,1,25,46,normal
10:45:00 PM,11,Wednesday,18,1,0,17,36,low
11:00:00 PM,11,Wednesday,18,5,0,21,44,normal
11:15:00 PM,11,Wednesday,18,0,1,12,31,low
11:30:00 PM,11,Wednesday,18,3,1,28,50,normal
11:45:00 PM,11,Wednesday,18,4,1,40,63,normal
12:00:00 AM,12,Thursday,18,1,1,39,59,normal
12:15:00 AM,12,Thursday,18,4,0,30,52,normal
12:30:00 AM,12,Thursday,18,5,1,13,37,low
12:45:00 AM,12,Thursday,18,2,0,37,57,normal
1:00:00 AM,12,Thursday,18,0,0,13,31,low
1:15:00 AM,12,Thursday,18,5,0,11,34,low
1:30:00 AM,12,Thursday,18,5,1,12,36,low
1:45:00 AM,12,Thursday,18,1,1,16,36,low
2:00:00 AM,12,Thursday,18,1,1,34,54,normal
2:15:00 AM,12,Thursday,18,1,0,24,43,normal
2:30:00 AM,12,Thursday,18,0,0,23,41,normal
2:45:00 AM,12,Thursday,18,0,0,27,45,normal
3:00:00 AM,12,Thursday,18,5,0,28,51,normal
3:15:00 AM,12,Thursday,18,1,0,14,33,low
3:30:00 AM,12,Thursday,18,5,0,25,48,normal
3:45:00 AM,12,Thursday,18,4,1,30,53,normal
4:00:00 AM,12,Thursday,18,5,1,30,54,normal
4:15:00 AM,12,Thursday,62,24,7,2,95,low
4:30:00 AM,12,Thursday,51,23,6,1,81,low
4:45:00 AM,12,Thursday,114,23,10,19,166,normal
5:00:00 AM,12,Thursday,85,22,9,9,125,normal
5:15:00 AM,12,Thursday,102,24,4,20,150,normal
5:30:00 AM,12,Thursday,101,18,3,17,139,normal
5:45:00 AM,12,Thursday,116,19,0,17,152,normal
6:00:00 AM,12,Thursday,117,38,50,5,210,heavy
6:15:00 AM,12,Thursday,114,32,34,2,182,heavy
6:30:00 AM,12,Thursday,120,17,23,1,161,normal
6:45:00 AM,12,Thursday,145,20,25,2,192,heavy
7:00:00 AM,12,Thursday,125,30,48,1,204,heavy
7:15:00 AM,12,Thursday,103,27,45,1,176,heavy
7:30:00 AM,12,Thursday,114,20,43,1,178,heavy
7:45:00 AM,12,Thursday,145,10,44,1,200,heavy
8:00:00 AM,12,Thursday,147,31,20,4,202,heavy
8:15:00 AM,12,Thursday,104,24,40,0,168,heavy
8:30:00 AM,12,Thursday,124,11,22,0,157,normal
8:45:00 AM,12,Thursday,101,37,31,4,173,heavy
9:00:00 AM,12,Thursday,144,30,37,1,212,heavy
9:15:00 AM,12,Thursday,24,18,37,18,97,normal
9:30:00 AM,12,Thursday,24,8,17,25,74,normal
9:45:00 AM,12,Thursday,16,22,12,20,70,normal
10:00:00 AM,12,Thursday,26,2,39,26,93,normal
10:15:00 AM,12,Thursday,90,7,18,15,130,normal
10:30:00 AM,12,Thursday,59,6,11,11,87,low
10:45:00 AM,12,Thursday,28,7,22,18,75,normal
11:00:00 AM,12,Thursday,60,5,14,21,100,normal
11:15:00 AM,12,Thursday,69,9,8,23,109,normal
11:30:00 AM,12,Thursday,59,9,12,26,106,normal
11:45:00 AM,12,Thursday,24,10,5,21,60,normal
12:00:00 PM,12,Thursday,41,7,7,21,76,normal
12:15:00 PM,12,Thursday,48,10,9,29,96,normal
12:30:00 PM,12,Thursday,59,10,14,23,106,normal
12:45:00 PM,12,Thursday,67,7,12,28,114,normal
1:00:00 PM,12,Thursday,52,9,8,20,89,normal
1:15:00 PM,12,Thursday,45,26,29,10,110,normal
1:30:00 PM,12,Thursday,14,21,7,18,60,low
1:45:00 PM,12,Thursday,55,22,24,10,111,normal
2:00:00 PM,12,Thursday,45,14,39,5,103,normal
2:15:00 PM,12,Thursday,90,17,16,11,134,normal
2:30:00 PM,12,Thursday,33,21,25,5,84,normal
2:45:00 PM,12,Thursday,118,25,31,13,187,heavy
3:00:00 PM,12,Thursday,86,28,13,5,132,normal
3:15:00 PM,12,Thursday,105,29,22,12,168,heavy
3:30:00 PM,12,Thursday,10,19,26,8,63,normal
3:45:00 PM,12,Thursday,46,22,18,9,95,normal
4:00:00 PM,12,Thursday,105,35,48,6,194,heavy
4:15:00 PM,12,Thursday,135,37,34,5,211,heavy
4:30:00 PM,12,Thursday,103,29,44,6,182,heavy
4:45:00 PM,12,Thursday,113,13,42,10,178,heavy
5:00:00 PM,12,Thursday,103,20,27,9,159,high
5:15:00 PM,12,Thursday,150,13,20,9,192,heavy
5:30:00 PM,12,Thursday,116,25,33,8,182,heavy
5:45:00 PM,12,Thursday,109,16,41,9,175,heavy
6:00:00 PM,12,Thursday,112,11,50,5,178,heavy
6:15:00 PM,12,Thursday,104,31,30,5,170,heavy
6:30:00 PM,12,Thursday,146,18,40,6,210,heavy
6:45:00 PM,12,Thursday,110,24,10,29,173,heavy
7:00:00 PM,12,Thursday,60,15,12,25,112,normal
7:15:00 PM,12,Thursday,103,9,14,29,155,normal
7:30:00 PM,12,Thursday,102,6,15,6,129,normal
7:45:00 PM,12,Thursday,51,17,16,8,92,normal
8:00:00 PM,12,Thursday,62,12,11,18,103,low
8:15:00 PM,12,Thursday,103,14,12,5,134,normal
8:30:00 PM,12,Thursday,50,7,11,23,91,normal
8:45:00 PM,12,Thursday,80,14,20,6,120,normal
9:00:00 PM,12,Thursday,98,13,18,21,150,normal
9:15:00 PM,12,Thursday,53,25,20,13,111,normal
9:30:00 PM,12,Thursday,52,8,10,27,97,normal
9:45:00 PM,12,Thursday,71,23,13,21,128,normal
10:00:00 PM,12,Thursday,17,3,0,29,49,normal
10:15:00 PM,12,Thursday,20,5,1,36,62,normal
10:30:00 PM,12,Thursday,15,0,0,32,47,normal
10:45:00 PM,12,Thursday,15,0,1,20,36,normal
11:00:00 PM,12,Thursday,14,2,0,23,39,normal
11:15:00 PM,12,Thursday,13,1,0,29,43,normal
11:30:00 PM,12,Thursday,14,5,0,31,50,normal
11:45:00 PM,12,Thursday,16,3,0,33,52,normal
12:00:00 AM,13,Friday,18,4,1,15,38,low
12:15:00 AM,13,Friday,20,0,1,23,44,normal
12:30:00 AM,13,Friday,19,3,0,16,38,low
12:45:00 AM,13,Friday,10,3,0,12,25,low
1:00:00 AM,13,Friday,10,4,0,23,37,normal
1:15:00 AM,13,Friday,12,5,0,29,46,normal
1:30:00 AM,13,Friday,10,0,0,39,49,normal
1:45:00 AM,13,Friday,16,2,1,21,40,normal
2:00:00 AM,13,Friday,18,4,1,36,59,normal
2:15:00 AM,13,Friday,15,1,0,14,30,low
2:30:00 AM,13,Friday,17,4,0,13,34,low
2:45:00 AM,13,Friday,18,3,1,24,46,normal
3:00:00 AM,13,Friday,19,2,0,11,32,low
3:15:00 AM,13,Friday,19,3,0,21,43,normal
3:30:00 AM,13,Friday,19,3,1,31,54,normal
3:45:00 AM,13,Friday,14,2,1,19,36,normal
4:00:00 AM,13,Friday,11,0,0,27,38,normal
4:15:00 AM,13,Friday,27,6,1,11,45,low
4:30:00 AM,13,Friday,33,11,6,13,63,low
4:45:00 AM,13,Friday,63,6,7,10,86,low
5:00:00 AM,13,Friday,58,13,4,15,90,low
5:15:00 AM,13,Friday,57,11,7,10,85,low
5:30:00 AM,13,Friday,63,10,6,12,91,low
5:45:00 AM,13,Friday,74,9,0,15,98,low
6:00:00 AM,13,Friday,71,9,7,10,97,low
6:15:00 AM,13,Friday,33,9,6,13,61,low
6:30:00 AM,13,Friday,29,6,1,12,48,low
6:45:00 AM,13,Friday,32,9,3,11,55,low
7:00:00 AM,13,Friday,57,14,3,11,85,low
7:15:00 AM,13,Friday,31,11,0,14,56,low
7:30:00 AM,13,Friday,30,9,3,10,52,low
7:45:00 AM,13,Friday,61,8,7,12,88,low
8:00:00 AM,13,Friday,47,10,4,10,71,low
8:15:00 AM,13,Friday,80,16,4,15,115,normal
8:30:00 AM,13,Friday,49,10,2,10,71,low
8:45:00 AM,13,Friday,58,7,5,13,83,low
9:00:00 AM,13,Friday,53,19,1,10,83,low
9:15:00 AM,13,Friday,132,47,25,0,204,heavy
9:30:00 AM,13,Friday,131,52,15,0,198,heavy
9:45:00 AM,13,Friday,171,59,27,3,260,heavy
10:00:00 AM,13,Friday,131,43,20,3,197,heavy
10:15:00 AM,13,Friday,177,56,12,4,249,heavy
10:30:00 AM,13,Friday,160,47,30,3,240,heavy
10:45:00 AM,13,Friday,178,68,28,4,278,heavy
11:00:00 AM,13,Friday,169,70,20,3,262,heavy
11:15:00 AM,13,Friday,133,56,25,2,216,heavy
11:30:00 AM,13,Friday,151,52,13,0,216,heavy
11:45:00 AM,13,Friday,179,46,27,3,255,heavy
12:00:00 PM,13,Friday,144,68,20,0,232,heavy
12:15:00 PM,13,Friday,162,46,19,2,229,heavy
12:30:00 PM,13,Friday,159,44,23,2,228,heavy
12:45:00 PM,13,Friday,174,67,30,1,272,heavy
1:00:00 PM,13,Friday,136,57,29,4,226,heavy
1:15:00 PM,13,Friday,156,42,12,3,213,heavy
1:30:00 PM,13,Friday,175,63,19,3,260,heavy
1:45:00 PM,13,Friday,172,62,20,2,256,heavy
2:00:00 PM,13,Friday,171,49,15,0,235,heavy
2:15:00 PM,13,Friday,172,65,18,2,257,heavy
2:30:00 PM,13,Friday,176,50,13,1,240,heavy
2:45:00 PM,13,Friday,153,50,23,3,229,heavy
3:00:00 PM,13,Friday,148,64,27,0,239,heavy
3:15:00 PM,13,Friday,56,28,6,2,92,low
3:30:00 PM,13,Friday,88,26,25,0,139,normal
3:45:00 PM,13,Friday,82,23,14,0,119,normal
4:00:00 PM,13,Friday,77,20,7,0,104,low
4:15:00 PM,13,Friday,66,24,1,0,91,low
4:30:00 PM,13,Friday,72,22,8,2,104,low
4:45:00 PM,13,Friday,62,28,21,2,113,normal
5:00:00 PM,13,Friday,66,26,4,1,97,low
5:15:00 PM,13,Friday,85,20,4,0,109,low
5:30:00 PM,13,Friday,87,24,11,2,124,normal
5:45:00 PM,13,Friday,67,28,25,0,120,normal
6:00:00 PM,13,Friday,70,26,16,2,114,normal
6:15:00 PM,13,Friday,62,20,20,1,103,normal
6:30:00 PM,13,Friday,67,29,1,0,97,low
6:45:00 PM,13,Friday,65,25,1,1,92,low
7:00:00 PM,13,Friday,76,24,23,0,123,normal
7:15:00 PM,13,Friday,42,1,5,11,59,low
7:30:00 PM,13,Friday,42,10,3,1,56,low
7:45:00 PM,13,Friday,31,11,1,12,55,low
8:00:00 PM,13,Friday,47,7,3,6,63,low
8:15:00 PM,13,Friday,28,7,2,4,41,low
8:30:00 PM,13,Friday,22,3,6,1,32,low
8:45:00 PM,13,Friday,29,1,7,5,42,low
9:00:00 PM,13,Friday,43,9,1,11,64,low
9:15:00 PM,13,Friday,23,3,3,8,37,low
9:30:00 PM,13,Friday,21,2,5,15,43,low
9:45:00 PM,13,Friday,31,2,1,9,43,low
10:00:00 PM,13,Friday,15,5,0,18,38,low
10:15:00 PM,13,Friday,11,2,0,15,28,low
10:30:00 PM,13,Friday,12,0,1,17,30,low
10:45:00 PM,13,Friday,18,3,0,18,39,low
11:00:00 PM,13,Friday,19,1,0,31,51,normal
11:15:00 PM,13,Friday,17,0,0,22,39,normal
11:30:00 PM,13,Friday,15,5,0,14,34,low
11:45:00 PM,13,Friday,15,1,1,24,41,normal
12:00:00 AM,14,Saturday,18,4,0,33,55,normal
12:15:00 AM,14,Saturday,14,4,0,34,52,normal
12:30:00 AM,14,Saturday,14,0,1,19,34,normal
12:45:00 AM,14,Saturday,19,3,0,36,58,normal
1:00:00 AM,14,Saturday,10,4,1,21,36,normal
1:15:00 AM,14,Saturday,19,1,0,19,39,normal
1:30:00 AM,14,Saturday,18,5,0,26,49,normal
1:45:00 AM,14,Saturday,17,1,1,25,44,normal
2:00:00 AM,14,Saturday,20,2,0,12,34,low
2:15:00 AM,14,Saturday,15,5,0,15,35,low
2:30:00 AM,14,Saturday,11,4,0,14,29,low
2:45:00 AM,14,Saturday,14,3,1,18,36,low
3:00:00 AM,14,Saturday,13,2,0,39,54,normal
3:15:00 AM,14,Saturday,17,5,0,29,51,normal
3:30:00 AM,14,Saturday,13,5,0,31,49,normal
3:45:00 AM,14,Saturday,18,5,0,35,58,normal
4:00:00 AM,14,Saturday,15,4,0,16,35,low
4:15:00 AM,14,Saturday,55,15,5,3,78,low
4:30:00 AM,14,Saturday,76,10,7,9,102,low
4:45:00 AM,14,Saturday,98,0,9,19,126,normal
5:00:00 AM,14,Saturday,98,12,6,6,122,normal
5:15:00 AM,14,Saturday,103,2,10,20,135,normal
5:30:00 AM,14,Saturday,93,17,8,12,130,normal
5:45:00 AM,14,Saturday,115,27,9,16,167,low
6:00:00 AM,14,Saturday,120,12,22,3,157,normal
6:15:00 AM,14,Saturday,142,18,27,0,187,heavy
6:30:00 AM,14,Saturday,117,29,49,2,197,heavy
6:45:00 AM,14,Saturday,126,36,24,0,186,heavy
7:00:00 AM,14,Saturday,110,39,38,5,192,heavy
7:15:00 AM,14,Saturday,149,20,39,5,213,heavy
7:30:00 AM,14,Saturday,109,29,23,5,166,normal
7:45:00 AM,14,Saturday,124,34,24,4,186,heavy
8:00:00 AM,14,Saturday,149,35,32,1,217,heavy
8:15:00 AM,14,Saturday,125,32,38,4,199,heavy
8:30:00 AM,14,Saturday,101,23,38,1,163,high
8:45:00 AM,14,Saturday,137,36,30,0,203,heavy
9:00:00 AM,14,Saturday,139,15,21,3,178,heavy
9:15:00 AM,14,Saturday,19,3,29,9,60,normal
9:30:00 AM,14,Saturday,13,11,39,7,70,normal
9:45:00 AM,14,Saturday,31,2,29,27,89,normal
10:00:00 AM,14,Saturday,18,24,21,22,85,normal
10:15:00 AM,14,Saturday,26,12,14,13,65,low
10:30:00 AM,14,Saturday,31,15,13,28,87,normal
10:45:00 AM,14,Saturday,12,22,8,11,53,low
11:00:00 AM,14,Saturday,54,5,13,23,95,normal
11:15:00 AM,14,Saturday,59,7,13,21,100,normal
11:30:00 AM,14,Saturday,58,8,6,23,95,normal
11:45:00 AM,14,Saturday,53,8,9,25,95,normal
12:00:00 PM,14,Saturday,54,7,7,20,88,normal
12:15:00 PM,14,Saturday,39,10,4,29,82,normal
12:30:00 PM,14,Saturday,38,9,8,22,77,normal
12:45:00 PM,14,Saturday,36,5,10,23,74,normal
1:00:00 PM,14,Saturday,68,6,12,24,110,normal
1:15:00 PM,14,Saturday,50,18,26,14,108,normal
1:30:00 PM,14,Saturday,120,28,22,20,190,heavy
1:45:00 PM,14,Saturday,60,14,28,9,111,normal
2:00:00 PM,14,Saturday,105,14,8,19,146,normal
2:15:00 PM,14,Saturday,89,27,18,8,142,normal
2:30:00 PM,14,Saturday,28,17,31,10,86,normal
2:45:00 PM,14,Saturday,79,14,23,6,122,normal
3:00:00 PM,14,Saturday,15,11,30,14,70,normal
3:15:00 PM,14,Saturday,77,27,23,18,145,normal
3:30:00 PM,14,Saturday,19,14,24,6,63,normal
3:45:00 PM,14,Saturday,79,13,28,7,127,high
4:00:00 PM,14,Saturday,114,10,22,9,155,normal
4:15:00 PM,14,Saturday,150,30,22,5,207,heavy
4:30:00 PM,14,Saturday,142,23,25,7,197,heavy
4:45:00 PM,14,Saturday,111,36,25,6,178,heavy
5:00:00 PM,14,Saturday,143,37,38,8,226,heavy
5:15:00 PM,14,Saturday,120,37,43,10,210,heavy
5:30:00 PM,14,Saturday,147,20,49,7,223,normal
5:45:00 PM,14,Saturday,140,22,27,5,194,heavy
6:00:00 PM,14,Saturday,128,37,20,9,194,heavy
6:15:00 PM,14,Saturday,114,23,42,10,189,heavy
6:30:00 PM,14,Saturday,117,20,22,9,168,heavy
6:45:00 PM,14,Saturday,93,24,17,23,157,normal
7:00:00 PM,14,Saturday,65,15,15,8,103,low
7:15:00 PM,14,Saturday,100,22,14,8,144,normal
7:30:00 PM,14,Saturday,85,12,11,18,126,normal
7:45:00 PM,14,Saturday,56,7,12,12,87,low
8:00:00 PM,14,Saturday,50,12,15,18,95,low
8:15:00 PM,14,Saturday,74,9,11,12,106,low
8:30:00 PM,14,Saturday,73,15,18,7,113,normal
8:45:00 PM,14,Saturday,99,13,20,30,162,normal
9:00:00 PM,14,Saturday,110,14,17,8,149,normal
9:15:00 PM,14,Saturday,82,5,12,34,133,high
9:30:00 PM,14,Saturday,58,19,12,17,106,low
9:45:00 PM,14,Saturday,70,10,14,32,126,high
10:00:00 PM,14,Saturday,10,1,0,33,44,normal
10:15:00 PM,14,Saturday,14,1,1,40,56,normal
10:30:00 PM,14,Saturday,17,1,1,17,36,low
10:45:00 PM,14,Saturday,12,4,1,22,39,normal
11:00:00 PM,14,Saturday,15,0,0,16,31,low
11:15:00 PM,14,Saturday,13,4,0,25,42,normal
11:30:00 PM,14,Saturday,14,5,1,12,32,low
11:45:00 PM,14,Saturday,18,1,1,35,55,normal
12:00:00 AM,15,Sunday,18,5,1,19,43,normal
12:15:00 AM,15,Sunday,19,3,0,38,60,normal
12:30:00 AM,15,Sunday,13,0,1,12,26,low
12:45:00 AM,15,Sunday,20,0,1,38,59,normal
1:00:00 AM,15,Sunday,20,1,1,24,46,normal
1:15:00 AM,15,Sunday,17,3,1,17,38,low
1:30:00 AM,15,Sunday,12,3,1,35,51,normal
1:45:00 AM,15,Sunday,19,0,1,30,50,normal
2:00:00 AM,15,Sunday,19,2,1,30,52,normal
2:15:00 AM,15,Sunday,18,1,0,16,35,low
2:30:00 AM,15,Sunday,11,0,0,31,42,normal
2:45:00 AM,15,Sunday,10,1,1,12,24,low
3:00:00 AM,15,Sunday,16,1,0,24,41,normal
3:15:00 AM,15,Sunday,18,3,0,28,49,normal
3:30:00 AM,15,Sunday,20,1,1,39,61,normal
3:45:00 AM,15,Sunday,19,3,1,27,50,normal
4:00:00 AM,15,Sunday,14,1,1,34,50,normal
4:15:00 AM,15,Sunday,61,26,1,16,104,low
4:30:00 AM,15,Sunday,72,26,6,4,108,low
4:45:00 AM,15,Sunday,86,24,3,18,131,normal
5:00:00 AM,15,Sunday,75,1,8,10,94,low
5:15:00 AM,15,Sunday,75,1,7,9,92,low
5:30:00 AM,15,Sunday,93,5,4,1,103,low
5:45:00 AM,15,Sunday,111,6,2,5,124,normal
6:00:00 AM,15,Sunday,111,18,41,2,172,heavy
6:15:00 AM,15,Sunday,114,27,46,0,187,heavy
6:30:00 AM,15,Sunday,139,19,50,2,210,heavy
6:45:00 AM,15,Sunday,109,14,38,1,162,high
7:00:00 AM,15,Sunday,105,16,22,3,146,normal
7:15:00 AM,15,Sunday,150,13,31,4,198,heavy
7:30:00 AM,15,Sunday,122,13,47,3,185,heavy
7:45:00 AM,15,Sunday,114,24,46,2,186,heavy
8:00:00 AM,15,Sunday,119,36,41,0,196,heavy
8:15:00 AM,15,Sunday,108,35,39,0,182,heavy
8:30:00 AM,15,Sunday,113,18,28,1,160,high
8:45:00 AM,15,Sunday,118,36,37,0,191,heavy
9:00:00 AM,15,Sunday,113,35,48,3,199,heavy
9:15:00 AM,15,Sunday,66,7,22,30,125,normal
9:30:00 AM,15,Sunday,64,12,27,8,111,normal
9:45:00 AM,15,Sunday,37,5,13,11,66,low
10:00:00 AM,15,Sunday,82,17,31,20,150,high
10:15:00 AM,15,Sunday,63,5,23,12,103,normal
10:30:00 AM,15,Sunday,20,12,16,24,72,normal
10:45:00 AM,15,Sunday,46,5,34,9,94,normal
11:00:00 AM,15,Sunday,35,9,8,29,81,normal
11:15:00 AM,15,Sunday,33,9,11,21,74,normal
11:30:00 AM,15,Sunday,32,9,10,30,81,normal
11:45:00 AM,15,Sunday,62,10,6,22,100,normal
12:00:00 PM,15,Sunday,62,10,11,22,105,normal
12:15:00 PM,15,Sunday,54,10,12,25,101,normal
12:30:00 PM,15,Sunday,48,8,15,23,94,normal
12:45:00 PM,15,Sunday,20,10,12,24,66,normal
1:00:00 PM,15,Sunday,35,10,5,30,80,normal
1:15:00 PM,15,Sunday,112,15,40,10,177,heavy
1:30:00 PM,15,Sunday,51,21,25,13,110,normal
1:45:00 PM,15,Sunday,53,12,23,8,96,normal
2:00:00 PM,15,Sunday,63,22,18,15,118,normal
2:15:00 PM,15,Sunday,50,23,16,8,97,normal
2:30:00 PM,15,Sunday,94,20,35,17,166,high
2:45:00 PM,15,Sunday,7,27,39,17,90,normal
3:00:00 PM,15,Sunday,109,18,13,6,146,normal
3:15:00 PM,15,Sunday,18,27,19,6,70,normal
3:30:00 PM,15,Sunday,21,30,5,5,61,low
3:45:00 PM,15,Sunday,49,16,9,12,86,low
4:00:00 PM,15,Sunday,129,28,40,6,203,heavy
4:15:00 PM,15,Sunday,141,18,28,8,195,heavy
4:30:00 PM,15,Sunday,131,14,43,7,195,heavy
4:45:00 PM,15,Sunday,105,38,23,5,171,heavy
5:00:00 PM,15,Sunday,125,35,37,5,202,heavy
5:15:00 PM,15,Sunday,127,36,42,9,214,heavy
5:30:00 PM,15,Sunday,129,22,25,9,185,heavy
5:45:00 PM,15,Sunday,121,39,47,8,215,heavy
6:00:00 PM,15,Sunday,138,29,42,9,218,heavy
6:15:00 PM,15,Sunday,119,26,21,5,171,heavy
6:30:00 PM,15,Sunday,138,17,48,8,211,heavy
6:45:00 PM,15,Sunday,72,12,14,32,130,high
7:00:00 PM,15,Sunday,92,23,20,30,165,normal
7:15:00 PM,15,Sunday,94,17,11,24,146,normal
7:30:00 PM,15,Sunday,102,25,12,24,163,normal
7:45:00 PM,15,Sunday,71,23,17,14,125,normal
8:00:00 PM,15,Sunday,58,5,19,25,107,normal
8:15:00 PM,15,Sunday,93,22,18,10,143,normal
8:30:00 PM,15,Sunday,59,23,10,35,127,high
8:45:00 PM,15,Sunday,57,20,10,20,107,normal
9:00:00 PM,15,Sunday,96,9,18,25,148,normal
9:15:00 PM,15,Sunday,104,12,16,20,152,normal
9:30:00 PM,15,Sunday,104,22,17,23,166,normal
9:45:00 PM,15,Sunday,88,8,11,29,136,normal
10:00:00 PM,15,Sunday,20,3,0,16,39,low
10:15:00 PM,15,Sunday,17,2,1,30,50,normal
10:30:00 PM,15,Sunday,17,4,0,23,44,normal
10:45:00 PM,15,Sunday,15,5,0,21,41,normal
11:00:00 PM,15,Sunday,10,0,1,31,42,normal
11:15:00 PM,15,Sunday,11,1,1,19,32,normal
11:30:00 PM,15,Sunday,12,2,0,29,43,normal
11:45:00 PM,15,Sunday,11,0,1,11,23,low
12:00:00 AM,16,Monday,18,4,1,28,51,normal
12:15:00 AM,16,Monday,13,3,0,26,42,normal
12:30:00 AM,16,Monday,16,3,0,34,53,normal
12:45:00 AM,16,Monday,16,4,0,35,55,normal
1:00:00 AM,16,Monday,20,2,1,33,56,normal
1:15:00 AM,16,Monday,14,4,1,28,47,normal
1:30:00 AM,16,Monday,11,4,1,19,35,normal
1:45:00 AM,16,Monday,19,4,0,17,40,low
2:00:00 AM,16,Monday,18,3,1,26,48,normal
2:15:00 AM,16,Monday,10,1,1,21,33,normal
2:30:00 AM,16,Monday,20,5,1,40,66,normal
2:45:00 AM,16,Monday,11,5,0,37,53,normal
3:00:00 AM,16,Monday,15,4,1,29,49,normal
3:15:00 AM,16,Monday,16,2,1,27,46,normal
3:30:00 AM,16,Monday,10,3,1,23,37,normal
3:45:00 AM,16,Monday,16,5,1,31,53,normal
4:00:00 AM,16,Monday,20,0,1,30,51,normal
4:15:00 AM,16,Monday,61,4,5,17,87,low
4:30:00 AM,16,Monday,91,8,6,2,107,low
4:45:00 AM,16,Monday,94,4,5,2,105,low
5:00:00 AM,16,Monday,117,8,6,16,147,normal
5:15:00 AM,16,Monday,111,14,10,14,149,normal
5:30:00 AM,16,Monday,91,2,3,5,101,low
5:45:00 AM,16,Monday,96,9,1,16,122,normal
6:00:00 AM,16,Monday,134,15,42,5,196,heavy
6:15:00 AM,16,Monday,121,35,39,4,199,heavy
6:30:00 AM,16,Monday,118,40,40,3,201,heavy
6:45:00 AM,16,Monday,115,17,40,1,173,heavy
7:00:00 AM,16,Monday,106,22,37,0,165,high
7:15:00 AM,16,Monday,147,26,40,0,213,heavy
7:30:00 AM,16,Monday,102,13,31,2,148,high
7:45:00 AM,16,Monday,102,12,24,3,141,normal
8:00:00 AM,16,Monday,130,40,31,2,203,heavy
8:15:00 AM,16,Monday,102,17,33,0,152,high
8:30:00 AM,16,Monday,105,13,48,5,171,heavy
8:45:00 AM,16,Monday,129,24,25,0,178,heavy
9:00:00 AM,16,Monday,117,11,45,0,173,heavy
9:15:00 AM,16,Monday,74,14,23,21,132,normal
9:30:00 AM,16,Monday,80,14,35,18,147,high
9:45:00 AM,16,Monday,31,7,34,24,96,normal
10:00:00 AM,16,Monday,18,15,9,15,57,low
10:15:00 AM,16,Monday,15,10,23,20,68,normal
10:30:00 AM,16,Monday,37,18,8,16,79,low
10:45:00 AM,16,Monday,10,7,5,14,36,low
11:00:00 AM,16,Monday,54,6,15,23,98,normal
11:15:00 AM,16,Monday,34,7,5,24,70,normal
11:30:00 AM,16,Monday,50,7,8,21,86,normal
11:45:00 AM,16,Monday,44,9,10,24,87,normal
12:00:00 PM,16,Monday,63,8,15,24,110,normal
12:15:00 PM,16,Monday,56,6,6,29,97,normal
12:30:00 PM,16,Monday,69,5,13,27,114,normal
12:45:00 PM,16,Monday,39,5,3,30,77,normal
1:00:00 PM,16,Monday,61,10,14,24,109,normal
1:15:00 PM,16,Monday,61,30,5,20,116,normal
1:30:00 PM,16,Monday,20,17,9,5,51,low
1:45:00 PM,16,Monday,70,22,38,7,137,high
2:00:00 PM,16,Monday,25,30,31,9,95,normal
2:15:00 PM,16,Monday,23,13,12,6,54,low
2:30:00 PM,16,Monday,105,30,24,8,167,normal
2:45:00 PM,16,Monday,107,10,6,6,129,normal
3:00:00 PM,16,Monday,40,20,36,7,103,normal
3:15:00 PM,16,Monday,74,18,37,11,140,high
3:30:00 PM,16,Monday,62,15,8,11,96,low
3:45:00 PM,16,Monday,81,20,14,12,127,normal
4:00:00 PM,16,Monday,111,32,43,5,191,heavy
4:15:00 PM,16,Monday,145,12,41,6,204,heavy
4:30:00 PM,16,Monday,139,11,20,7,177,heavy
4:45:00 PM,16,Monday,129,40,31,10,210,heavy
5:00:00 PM,16,Monday,128,22,28,8,186,heavy
5:15:00 PM,16,Monday,103,17,23,8,151,normal
5:30:00 PM,16,Monday,127,32,29,7,195,heavy
5:45:00 PM,16,Monday,120,35,44,8,207,heavy
6:00:00 PM,16,Monday,106,11,41,7,165,high
6:15:00 PM,16,Monday,114,40,31,5,190,heavy
6:30:00 PM,16,Monday,101,13,20,7,141,normal
6:45:00 PM,16,Monday,110,25,19,34,188,heavy
7:00:00 PM,16,Monday,108,6,17,23,154,normal
7:15:00 PM,16,Monday,104,12,10,10,136,normal
7:30:00 PM,16,Monday,102,22,17,23,164,normal
7:45:00 PM,16,Monday,77,19,16,8,120,normal
8:00:00 PM,16,Monday,70,16,19,33,138,high
8:15:00 PM,16,Monday,75,9,13,28,125,normal
8:30:00 PM,16,Monday,95,9,16,29,149,normal
8:45:00 PM,16,Monday,77,17,17,22,133,normal
9:00:00 PM,16,Monday,73,16,14,34,137,high
9:15:00 PM,16,Monday,59,7,18,12,96,normal
9:30:00 PM,16,Monday,54,20,10,9,93,low
9:45:00 PM,16,Monday,90,6,18,32,146,high
10:00:00 PM,16,Monday,15,5,1,32,53,normal
10:15:00 PM,16,Monday,12,1,0,11,24,low
10:30:00 PM,16,Monday,17,2,0,28,47,normal
10:45:00 PM,16,Monday,13,5,1,12,31,low
11:00:00 PM,16,Monday,15,5,0,21,41,normal
11:15:00 PM,16,Monday,18,4,0,11,33,low
11:30:00 PM,16,Monday,12,4,0,21,37,normal
11:45:00 PM,16,Monday,10,4,1,12,27,low
12:00:00 AM,17,Tuesday,15,2,0,25,42,normal
